ID,Gender,Loyal,Age,Class,Flight distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
118931,Female,Yes,55,Business,1618,5,5,5,5,2,4,5,5,5,5,5,3,5,4,0,0,1
100377,Female,Yes,12,Eco,971,1,2,1,4,3,1,5,3,1,5,4,4,3,3,11,0,0
116538,Male,Yes,13,Eco,337,3,5,4,3,1,4,1,1,5,5,4,3,5,1,0,0,0
29323,Female,Yes,56,Eco,859,2,3,2,1,5,2,1,2,2,2,2,2,2,1,0,0,0
81527,Female,Yes,30,Business,1124,2,5,4,5,2,2,2,2,3,3,4,4,3,2,0,0,0
9603,Male,Yes,27,Eco,288,0,5,0,3,2,0,2,2,3,2,4,5,4,2,16,0,1
16790,Male,Yes,17,Eco Plus,642,2,4,2,2,2,2,2,2,5,4,4,3,5,2,24,20,0
111199,Male,No,26,Business,1447,2,2,2,2,2,2,2,2,4,5,4,3,4,2,0,1,0
36598,Female,No,29,Eco,1197,1,1,1,1,3,1,3,3,3,5,5,2,3,3,0,0,0
50856,Male,Yes,55,Eco,110,3,3,3,4,5,3,5,5,5,4,1,1,1,5,0,0,0
27621,Female,Yes,25,Eco Plus,987,5,5,3,5,5,5,4,5,5,5,1,5,5,5,0,0,1
17335,Male,Yes,54,Eco,563,5,4,4,4,5,5,5,5,4,2,3,4,4,5,27,63,1
18720,Male,Yes,62,Eco Plus,201,1,4,1,2,3,1,3,3,5,5,2,2,5,3,31,16,0
38202,Male,Yes,20,Eco Plus,1197,0,3,0,2,2,0,2,2,2,1,4,2,2,2,18,9,1
5308,Male,Yes,21,Eco,351,2,5,2,4,3,2,3,3,3,4,5,4,5,3,0,0,0
18220,Female,Yes,53,Business,3137,4,4,4,4,4,5,1,4,4,4,4,2,4,5,0,0,1
14481,Female,No,22,Eco,541,3,4,3,1,4,3,4,4,3,5,2,1,4,4,0,0,0
94458,Female,No,29,Business,189,2,2,2,2,2,2,2,2,5,4,4,4,5,2,34,25,0
30161,Male,Yes,17,Eco,82,1,3,1,3,5,1,5,5,5,5,2,4,2,5,0,0,0
66743,Male,Yes,7,Eco,802,1,4,1,4,5,1,5,5,2,4,3,1,4,5,0,0,0
35388,Male,Yes,57,Eco,610,2,4,4,4,2,2,2,2,2,4,5,5,4,2,9,20,1
8377,Male,Yes,42,Eco,773,3,2,2,2,4,3,4,4,2,1,4,4,3,4,0,0,0
110508,Male,No,37,Eco Plus,442,3,3,3,3,5,3,5,5,1,3,4,1,3,5,0,0,0
38587,Male,Yes,28,Eco Plus,2465,2,4,2,2,2,2,5,2,4,5,4,4,5,2,0,0,0
8549,Male,No,27,Business,109,4,4,4,4,3,4,3,3,5,3,4,4,4,3,58,38,1
49864,Male,Yes,37,Business,1577,2,2,2,2,2,1,5,4,4,4,4,3,4,2,0,0,1
6472,Male,Yes,62,Eco Plus,213,2,4,2,4,3,2,3,3,2,5,3,2,3,3,0,0,0
39526,Female,Yes,11,Eco,852,2,4,2,3,3,2,3,3,4,2,4,5,4,3,0,0,0
58365,Male,Yes,39,Business,599,5,5,5,5,3,4,4,2,2,2,2,4,2,3,59,61,1
100896,Male,No,30,Eco,377,2,2,2,4,4,2,4,4,4,5,4,3,4,4,35,29,0
61545,Female,Yes,12,Eco,2358,2,4,2,1,3,2,5,3,1,4,4,4,3,3,0,0,0
27154,Female,Yes,45,Business,2701,3,5,5,5,3,3,3,2,4,2,4,3,1,3,0,0,0
52485,Female,Yes,14,Eco Plus,370,2,5,2,4,3,2,3,3,3,4,5,2,1,3,0,0,0
45003,Female,Yes,35,Eco,235,4,3,3,3,4,4,4,4,5,1,2,3,4,4,0,3,1
70788,Female,No,44,Eco,328,1,2,1,4,4,1,3,4,4,3,3,3,3,4,0,6,0
59138,Male,Yes,67,Eco,1744,2,5,2,4,2,2,2,2,5,3,3,4,5,2,0,0,0
41404,Male,Yes,31,Eco,913,3,2,2,2,3,3,3,3,3,3,4,3,3,3,0,45,0
76674,Female,Yes,56,Eco,534,2,4,2,1,3,5,4,1,1,2,1,4,1,4,59,65,0
113726,Female,Yes,23,Eco,258,2,4,2,3,1,2,1,1,4,5,4,3,4,1,0,0,0
77268,Male,Yes,77,Eco Plus,1190,5,3,3,3,5,5,5,5,5,2,3,1,4,5,0,0,1
97172,Female,Yes,24,Eco,1313,3,3,4,4,5,4,5,5,4,2,4,1,3,5,3,0,0
74610,Female,Yes,16,Business,1503,3,5,5,5,3,3,3,3,2,4,3,2,3,3,0,0,0
78767,Male,Yes,42,Business,554,3,3,3,3,4,5,4,4,4,4,4,5,4,3,25,16,1
23056,Female,Yes,35,Business,820,1,1,1,1,4,5,5,3,4,5,1,5,2,5,167,162,1
107079,Female,Yes,51,Eco,395,2,4,5,1,2,4,5,3,3,5,3,1,3,1,0,0,0
49065,Male,Yes,45,Eco,86,4,1,1,1,4,4,4,4,1,5,2,4,4,4,0,3,1
85127,Female,Yes,42,Business,2038,2,5,2,2,3,4,5,4,4,4,4,3,4,3,10,0,1
101991,Female,Yes,40,Eco,628,1,4,1,3,5,1,5,5,3,2,5,5,4,5,4,0,0
44653,Female,Yes,26,Business,1543,3,3,3,3,2,2,3,2,1,5,3,4,4,2,0,0,0
76356,Male,Yes,64,Eco,1851,1,5,1,3,3,1,3,3,4,2,4,4,2,3,0,2,0
52650,Female,Yes,21,Eco,160,2,4,2,4,3,2,3,3,4,2,4,4,5,3,0,0,0
116866,Female,Yes,31,Business,368,5,5,5,5,4,4,4,4,3,4,5,5,5,4,19,13,1
8031,Female,Yes,50,Business,2061,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,1
78683,Male,No,27,Business,761,3,3,3,5,5,3,5,5,3,3,5,4,4,5,0,7,0
68626,Male,Yes,40,Business,2433,5,5,5,5,3,4,4,5,5,5,5,3,5,3,0,0,1
87596,Female,Yes,35,Eco,432,3,5,3,2,4,3,4,4,3,5,4,4,4,4,0,0,0
22155,Female,Yes,33,Business,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,129,1
126965,Female,Yes,54,Business,2102,4,3,4,4,5,5,4,2,2,2,2,4,2,3,0,0,1
61705,Female,Yes,31,Business,3786,1,1,1,1,4,4,4,4,5,3,5,4,4,4,0,0,1
13981,Female,Yes,48,Business,372,5,5,5,5,4,4,5,4,4,4,4,3,4,3,56,56,1
86900,Male,Yes,44,Business,3489,1,1,1,1,5,5,4,4,4,4,4,4,4,5,0,6,1
54543,Female,Yes,56,Eco,925,2,5,2,5,5,4,5,3,3,2,3,4,3,3,13,0,0
77056,Female,Yes,45,Business,2633,1,1,1,1,5,5,5,4,5,4,4,5,5,5,142,124,1
32216,Male,Yes,37,Business,3431,0,5,1,4,4,3,3,4,4,3,3,3,4,2,0,0,1
24255,Female,Yes,62,Eco,302,2,5,2,3,2,4,4,5,5,2,5,4,5,4,59,54,0
25559,Female,Yes,39,Eco,874,5,2,4,2,5,5,5,5,4,3,5,3,5,5,8,0,1
37575,Male,No,39,Eco,428,1,0,1,4,3,1,3,3,1,3,4,5,3,3,0,0,0
71329,Female,No,50,Business,1514,4,3,3,4,1,4,1,1,4,4,5,3,5,1,0,0,1
69213,Male,Yes,51,Business,733,1,1,1,1,5,5,5,5,5,5,5,4,5,5,7,0,1
21046,Female,Yes,56,Business,2154,4,4,4,4,2,1,4,5,5,4,5,2,5,1,0,0,1
21284,Female,Yes,59,Eco,692,5,2,3,3,1,5,1,4,4,5,4,3,4,5,0,0,1
26687,Female,Yes,68,Eco,515,3,5,3,1,2,4,5,5,5,3,5,4,5,4,0,0,0
4015,Male,Yes,60,Business,1938,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,0,1
10667,Female,Yes,34,Business,316,3,4,3,4,4,3,3,3,3,3,3,2,3,2,0,0,0
101815,Male,No,49,Eco,1521,3,3,3,3,3,3,3,3,4,4,3,1,3,3,1,0,0
104392,Male,Yes,39,Business,1024,5,5,5,5,5,5,5,5,5,5,5,3,5,4,0,3,1
76262,Female,Yes,31,Eco Plus,1175,3,4,3,3,4,3,4,4,4,2,4,5,4,4,0,0,0
115899,Female,Yes,39,Business,325,0,0,0,2,5,3,1,4,4,5,5,2,4,5,32,22,1
6700,Male,Yes,42,Business,3119,1,1,1,1,5,4,2,5,5,5,5,1,5,1,0,0,1
19926,Female,Yes,17,Eco,315,5,5,5,2,2,5,2,2,5,3,4,3,4,2,0,15,1
52465,Male,Yes,34,Eco Plus,370,2,1,1,1,2,3,2,2,4,1,3,4,3,2,0,0,0
122009,Female,Yes,39,Business,2205,2,2,5,2,4,5,4,4,4,4,4,4,4,5,0,0,1
115663,Female,Yes,38,Eco,390,2,4,4,4,2,2,2,2,3,1,4,2,3,2,18,12,0
97667,Female,Yes,9,Business,491,1,1,1,1,5,5,5,5,5,5,5,5,4,5,0,0,1
43443,Male,Yes,57,Business,2409,4,4,4,4,2,2,3,4,4,4,4,5,4,3,39,28,1
30471,Male,Yes,39,Eco Plus,495,1,3,1,4,2,1,1,2,2,4,3,3,4,2,0,4,0
112593,Male,Yes,40,Business,3786,3,2,2,2,2,2,2,3,3,3,3,2,3,3,16,16,0
129017,Female,No,25,Eco,752,1,1,1,3,1,1,1,2,5,4,3,1,2,1,1,0,0
53061,Male,Yes,31,Eco,1208,3,2,3,3,4,3,1,4,3,4,2,1,3,4,35,8,0
106191,Male,Yes,36,Eco,302,3,5,3,1,5,3,5,5,3,2,4,4,5,5,1,0,0
121373,Male,No,23,Eco,1295,5,5,5,2,5,4,4,3,2,4,4,4,5,4,0,17,1
38969,Male,Yes,52,Eco,113,5,3,3,3,4,5,4,4,2,3,2,3,5,4,71,96,1
77270,Male,Yes,14,Eco Plus,1590,2,5,2,5,2,2,1,2,3,4,4,3,4,2,0,0,0
97964,Female,Yes,8,Eco,612,1,5,1,3,3,1,3,3,4,5,4,3,4,3,113,101,0
26184,Male,No,16,Eco,404,4,5,4,4,5,4,5,5,5,3,5,3,1,5,2,0,1
115795,Female,No,23,Eco,325,0,0,0,1,2,0,2,2,3,4,5,3,3,2,0,0,1
79102,Female,Yes,57,Eco,226,2,4,2,3,4,5,5,3,3,2,3,5,3,5,0,0,0
90805,Male,Yes,53,Business,581,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,0,1
64372,Female,Yes,65,Eco,1192,4,2,4,3,2,2,2,2,2,4,2,1,2,1,4,0,1
38199,Female,Yes,41,Eco Plus,1010,5,5,5,5,2,2,3,4,4,5,4,4,4,1,0,0,1
53178,Female,Yes,22,Business,3076,2,2,3,2,4,4,4,4,3,1,4,4,3,4,14,6,1
79676,Female,Yes,16,Eco,712,5,3,5,4,3,5,4,3,4,3,5,3,1,3,1,0,1
36815,Female,Yes,18,Eco,2300,4,5,4,4,4,2,2,3,4,5,4,2,5,2,8,4,0
110234,Male,No,20,Eco,1041,1,1,1,3,4,1,5,4,5,5,5,5,4,4,41,30,0
23516,Female,No,22,Eco,349,1,3,2,3,2,2,3,1,3,3,3,3,4,3,204,197,0
2399,Female,Yes,46,Business,767,2,2,2,2,2,4,5,2,2,2,2,3,2,3,12,11,1
11313,Female,Yes,40,Eco,316,3,3,1,2,5,1,5,5,1,5,2,3,3,5,1,7,0
39943,Female,No,23,Eco,686,3,3,3,4,4,3,4,4,2,5,4,2,3,4,14,18,0
120872,Male,Yes,57,Business,2639,1,1,1,1,5,5,4,4,4,4,4,4,4,5,0,0,1
3927,Female,Yes,63,Eco Plus,213,4,2,0,3,2,4,4,2,2,0,1,3,2,4,0,0,1
113333,Female,Yes,52,Business,3897,1,1,1,1,3,4,5,5,5,5,5,3,5,4,33,37,1
43540,Female,Yes,64,Eco,643,2,4,2,1,2,4,5,4,4,2,4,5,4,4,0,0,0
4771,Male,Yes,35,Business,315,2,2,2,2,2,5,4,4,4,4,4,4,4,4,38,33,1
70847,Female,Yes,23,Business,2505,2,5,5,5,2,2,2,2,3,5,4,1,4,2,0,0,0
126526,Female,Yes,59,Business,2079,2,5,5,5,5,4,4,2,2,3,2,1,2,4,0,0,0
9535,Female,Yes,54,Business,3289,1,1,1,1,2,5,5,4,4,4,4,5,4,3,0,20,1
82611,Female,Yes,16,Business,528,4,4,4,4,4,4,4,4,1,3,4,2,4,4,1,0,1
91424,Female,Yes,45,Eco,549,3,4,5,5,1,4,4,3,3,3,3,1,3,4,24,34,0
5074,Male,No,21,Eco,223,4,5,4,4,5,4,5,5,5,3,5,4,5,5,0,4,0
115079,Male,Yes,20,Business,404,3,1,1,1,3,3,3,3,1,2,3,4,3,3,0,0,0
116694,Female,No,37,Business,446,1,1,1,4,3,1,3,3,5,4,4,3,4,3,1,0,0
79353,Male,Yes,35,Eco,1020,3,3,2,3,5,2,5,5,2,3,3,4,3,5,31,11,0
75543,Female,No,24,Business,337,5,0,4,3,5,4,5,5,3,2,5,3,4,5,0,0,1
52497,Female,Yes,42,Business,160,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0,1
102366,Male,Yes,37,Business,407,1,1,1,1,1,2,2,1,1,1,1,2,1,3,60,58,0
10447,Male,No,20,Eco,224,1,0,1,5,2,1,1,2,3,5,5,3,5,2,0,0,0
108350,Female,Yes,38,Eco,1855,3,1,1,1,3,3,3,3,1,1,3,4,3,3,20,6,0
87482,Male,Yes,53,Eco,321,3,5,5,5,3,3,3,3,4,5,4,1,3,3,17,3,0
10701,Male,No,22,Eco,667,1,4,1,4,1,1,1,1,3,4,4,3,4,1,0,0,0
85611,Female,Yes,23,Eco,153,1,5,1,2,5,1,5,5,5,3,5,3,5,5,17,16,0
71305,Female,Yes,41,Business,1514,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,19,1
77165,Female,Yes,54,Eco,1450,3,3,3,4,4,3,4,5,5,3,5,1,5,1,0,0,0
35898,Female,Yes,40,Eco Plus,1065,4,2,2,2,4,4,4,4,4,2,2,2,1,4,63,66,1
102752,Male,Yes,7,Eco Plus,255,2,2,2,3,2,2,2,2,4,1,4,3,4,2,54,47,0
13408,Female,Yes,48,Eco,491,4,4,4,4,4,4,2,4,4,4,4,4,4,1,0,0,1
91972,Female,Yes,58,Business,2475,3,3,3,3,3,5,4,4,4,4,4,3,4,4,0,0,1
63986,Female,Yes,45,Business,3147,4,4,5,4,2,5,5,4,4,3,4,5,4,5,0,0,1
65019,Male,Yes,36,Business,1546,3,2,2,2,1,2,1,3,3,3,3,2,3,3,8,12,0
123573,Female,Yes,58,Eco,1773,2,3,3,3,5,3,3,2,2,2,2,1,2,3,0,0,0
825,Female,Yes,53,Business,1588,0,0,0,3,3,4,4,5,5,4,4,3,5,4,7,18,1
91156,Female,Yes,42,Eco,270,3,4,3,4,1,4,4,5,5,3,5,1,5,1,0,0,0
102769,Male,Yes,41,Eco,1618,2,5,2,2,1,2,1,1,5,4,5,5,4,1,82,67,0
78892,Female,Yes,31,Business,1727,5,5,4,5,5,5,5,5,4,3,3,4,4,5,0,0,1
12721,Male,No,14,Eco,803,3,2,2,3,2,4,4,1,2,3,4,4,1,4,195,184,0
44372,Female,Yes,22,Eco,596,3,1,3,3,2,3,2,2,2,4,1,4,2,2,0,0,0
128741,Male,Yes,42,Business,2521,5,5,1,5,5,5,5,3,4,5,4,5,5,5,0,6,1
16300,Female,Yes,56,Eco Plus,748,3,5,3,1,4,5,5,5,5,3,5,3,5,4,2,0,0
84995,Female,Yes,43,Business,1590,3,3,5,3,2,5,4,5,5,5,5,4,5,4,1,4,1
43808,Female,Yes,51,Business,76,3,3,3,3,5,5,5,4,4,4,5,5,4,5,6,6,1
10323,Male,Yes,60,Business,2355,0,0,0,3,3,4,5,1,1,1,1,4,1,4,29,38,1
10486,Female,No,49,Business,295,2,2,2,3,2,2,2,2,3,2,4,5,4,2,0,0,0
123585,Male,Yes,16,Eco,1773,2,2,1,2,1,1,4,1,2,5,2,4,3,1,0,0,0
5380,Male,Yes,21,Eco,733,4,4,4,1,4,4,4,4,4,4,5,3,4,4,0,0,0
30459,Male,Yes,56,Eco,991,3,2,3,4,5,3,5,5,4,3,4,2,4,5,12,3,0
124828,Female,Yes,60,Eco,280,2,1,2,3,4,4,3,4,4,2,4,1,4,3,0,0,0
95915,Male,Yes,49,Business,1504,1,3,3,3,4,3,3,1,1,1,1,2,1,1,0,0,0
84222,Male,No,37,Eco,432,2,5,2,1,1,2,1,1,1,1,1,2,5,1,10,0,0
22561,Female,Yes,10,Business,300,2,2,2,3,4,2,4,4,3,5,3,4,3,4,44,59,0
108770,Male,Yes,21,Business,1936,2,4,2,2,4,4,4,4,4,3,4,3,5,4,2,0,1
58690,Female,No,80,Business,299,2,2,2,3,3,3,4,2,2,2,1,1,2,4,8,23,0
18426,Female,No,24,Eco,127,3,0,3,1,4,3,1,4,3,5,4,3,4,4,0,0,0
74481,Female,Yes,44,Business,2249,4,4,4,4,3,4,5,4,4,4,4,5,4,3,0,0,1
69730,Female,Yes,48,Eco,1372,1,4,1,4,3,2,3,2,2,1,2,2,2,2,0,0,0
14610,Female,Yes,51,Business,3634,2,2,2,2,5,1,2,5,5,5,5,4,5,1,0,0,1
105150,Female,No,39,Business,289,3,3,3,3,4,3,4,4,3,2,4,4,4,4,10,9,0
128525,Female,Yes,24,Eco,355,2,4,2,5,3,2,3,3,4,3,4,4,4,3,0,0,0
112613,Female,Yes,58,Eco,602,1,2,1,3,4,3,4,3,3,1,1,2,3,1,0,0,0
81121,Female,No,27,Eco,591,3,0,3,2,5,3,5,5,4,3,2,3,4,5,0,0,0
77997,Male,Yes,47,Business,3836,0,4,0,4,5,4,4,5,5,5,5,5,5,3,0,7,1
9336,Female,No,38,Business,401,5,5,5,3,4,5,1,4,3,5,4,3,5,4,44,32,1
1209,Female,Yes,18,Eco,229,3,4,3,4,4,3,4,4,5,4,5,3,5,4,12,27,0
75523,Female,Yes,35,Business,337,2,2,3,2,2,5,5,4,4,4,4,4,4,5,0,0,1
32354,Male,No,21,Eco,102,4,0,5,4,4,5,1,4,4,1,4,5,3,4,0,0,1
24918,Female,Yes,32,Business,1867,1,5,5,5,1,1,1,1,1,1,3,3,3,1,40,34,0
124611,Female,No,34,Business,1671,1,1,1,5,4,1,4,4,4,4,4,3,5,4,0,34,0
52661,Male,Yes,63,Eco,119,2,5,2,2,5,2,3,5,5,5,4,1,5,5,0,0,0
54047,Male,No,27,Eco,1416,1,2,2,1,3,1,3,3,4,5,3,1,5,3,0,0,0
29961,Male,Yes,37,Eco,160,5,3,3,3,5,5,5,5,5,2,5,4,5,5,0,0,1
37545,Female,No,23,Eco,1076,2,2,2,4,5,2,5,5,2,2,3,3,4,5,0,0,0
71234,Male,Yes,44,Business,733,5,5,5,5,3,4,4,5,5,5,5,4,5,3,1,0,1
7863,Female,Yes,46,Business,948,4,4,4,4,5,4,5,3,3,4,3,3,3,4,14,17,1
74140,Female,No,48,Eco,678,2,2,2,4,3,2,3,3,4,2,4,1,3,3,0,10,0
85986,Female,Yes,58,Business,3147,2,2,2,2,3,5,4,4,4,5,4,3,4,4,8,0,1
11162,Male,Yes,14,Eco,201,1,3,1,4,5,1,5,5,4,5,3,4,4,5,75,70,0
98557,Female,Yes,44,Business,3387,3,5,5,5,2,4,4,3,3,3,3,1,3,1,23,11,0
127725,Male,Yes,43,Business,2154,4,4,1,4,2,5,5,5,5,4,5,4,5,4,15,11,1
94211,Female,Yes,58,Business,1841,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0,1
89014,Female,Yes,53,Business,1919,3,1,1,1,4,3,3,3,3,2,3,4,3,2,100,80,0
63473,Female,Yes,50,Eco Plus,337,3,3,3,3,1,1,1,3,3,3,3,4,3,5,43,29,0
125348,Male,Yes,38,Business,2566,2,3,3,3,3,3,3,2,2,2,2,4,2,3,0,5,0
120335,Female,Yes,22,Eco Plus,268,3,2,2,2,3,3,4,3,4,2,3,2,3,3,0,0,0
92815,Male,Yes,34,Business,1587,1,4,4,4,1,2,2,1,1,1,1,2,1,3,0,0,0
102737,Female,Yes,37,Eco,255,4,5,4,1,3,4,3,3,4,5,5,3,4,3,0,0,0
92986,Male,No,29,Eco,738,3,4,4,3,4,4,1,4,2,4,2,1,2,4,45,38,0
78109,Male,No,25,Eco,1213,3,3,3,2,1,3,4,1,4,2,4,3,4,1,0,0,0
128630,Male,Yes,35,Eco,954,4,4,5,3,1,5,1,1,2,3,2,2,5,1,0,0,1
53524,Female,Yes,23,Eco,2288,1,5,1,2,1,2,2,3,4,1,2,2,4,2,196,178,0
55377,Female,Yes,50,Eco,678,2,1,4,4,3,3,4,2,2,2,2,3,2,4,82,128,0
44531,Male,No,22,Eco,157,3,1,3,2,2,3,2,2,2,1,2,2,2,2,28,55,0
22471,Male,Yes,17,Eco,143,2,5,0,3,1,0,5,1,2,2,5,2,3,1,0,0,0
76489,Male,Yes,48,Business,547,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0,0,1
65624,Female,Yes,18,Eco,237,3,4,3,3,4,3,4,4,2,1,3,2,1,4,0,0,0
116683,Female,No,30,Eco Plus,372,2,2,2,3,5,2,5,5,2,5,4,2,4,5,0,0,0
24581,Female,Yes,47,Business,666,5,5,1,5,4,3,2,5,5,5,5,4,5,2,4,3,1
2413,Female,Yes,49,Business,2189,4,4,4,4,5,3,3,4,4,4,4,3,4,1,0,0,0
33632,Female,Yes,15,Eco,413,2,5,2,2,3,2,5,3,3,4,5,4,5,3,0,25,0
53820,Female,Yes,59,Eco,191,5,4,4,4,3,1,1,5,5,5,5,4,5,5,0,0,1
64140,Male,Yes,50,Business,2719,1,2,1,1,3,5,4,5,5,4,5,3,5,5,3,0,1
11441,Male,Yes,58,Business,1569,3,4,3,3,3,5,4,5,5,5,5,4,5,4,0,0,1
64243,Female,Yes,61,Eco,1660,4,2,2,2,4,1,3,4,4,4,4,2,4,1,0,19,0
26554,Male,Yes,50,Eco Plus,1105,4,4,4,4,4,4,4,4,5,2,5,3,5,4,0,3,1
105010,Male,Yes,60,Business,255,3,2,3,3,3,4,4,5,5,5,5,3,5,3,0,0,1
62253,Male,Yes,60,Business,2565,5,5,5,5,4,4,4,5,5,5,5,3,5,5,95,93,1
78632,Male,Yes,52,Business,1426,5,5,5,5,4,5,5,4,4,4,4,3,4,4,0,0,1
7939,Male,No,39,Business,594,3,3,3,2,2,3,2,2,3,2,4,5,5,2,0,0,0
39332,Female,Yes,34,Eco Plus,67,1,4,1,1,4,1,4,4,4,2,4,4,5,4,18,20,0
126659,Male,Yes,33,Eco,602,4,3,4,3,4,4,4,4,3,5,4,2,4,4,2,0,0
43678,Female,Yes,18,Eco Plus,695,5,1,5,4,4,5,3,4,2,2,3,1,3,4,0,0,1
94334,Male,Yes,53,Business,1881,1,1,1,1,4,5,5,5,5,5,4,3,5,3,95,98,1
23889,Male,Yes,43,Eco,589,4,3,3,3,4,4,4,4,3,3,1,3,3,4,0,0,1
13425,Male,Yes,40,Business,1670,4,3,3,3,5,3,3,4,4,4,4,4,4,3,0,12,0
84455,Female,No,23,Eco,290,3,4,3,3,5,3,5,5,4,5,3,3,4,5,0,0,0
18860,Male,No,21,Eco,503,4,1,4,3,3,4,3,3,3,1,2,1,2,3,3,0,0
83659,Female,Yes,25,Business,2198,2,3,3,3,2,2,2,2,3,4,4,3,3,2,67,66,0
621,Male,Yes,28,Business,2521,3,3,3,3,5,5,5,5,3,5,4,4,5,5,0,0,1
117483,Male,Yes,33,Eco,507,4,1,1,1,4,4,4,4,4,5,2,2,3,4,0,0,0
30262,Female,Yes,30,Business,1024,2,2,2,2,4,4,4,4,1,2,3,5,5,4,0,1,1
83583,Female,Yes,69,Eco,936,4,3,5,3,3,2,2,5,5,5,2,3,5,3,0,0,0
89491,Female,Yes,56,Eco,1931,3,3,3,3,5,2,4,3,3,3,3,1,3,1,0,0,0
11432,Male,Yes,50,Eco Plus,429,2,2,2,2,2,2,2,2,1,5,3,3,2,2,4,0,0
35260,Female,Yes,48,Business,2859,1,4,4,4,3,2,2,1,1,1,1,4,1,1,0,39,0
6147,Female,Yes,48,Business,491,3,3,3,3,4,4,4,4,4,4,4,3,4,5,0,0,1
47451,Female,Yes,29,Eco,599,5,4,5,4,3,5,3,3,3,5,5,5,4,3,0,0,1
101917,Male,Yes,47,Business,2039,1,1,1,1,3,4,4,3,3,3,3,4,3,3,36,17,1
127836,Female,Yes,36,Eco,1044,2,4,3,4,2,3,2,2,5,5,4,3,5,2,12,9,0
10069,Male,Yes,23,Eco,596,2,3,2,3,5,2,5,5,4,4,2,1,3,5,0,0,0
26090,Male,No,21,Eco,591,2,1,2,3,2,2,2,2,4,5,3,2,3,2,30,27,0
52586,Female,Yes,37,Eco,160,5,5,5,5,5,5,5,5,5,1,1,1,1,5,0,0,1
19290,Male,No,24,Eco,299,2,5,2,2,1,2,1,1,3,1,1,4,3,1,0,0,0
104695,Female,No,77,Eco,159,2,1,2,2,3,2,3,3,1,5,3,2,3,3,3,0,0
117842,Female,Yes,53,Eco Plus,328,3,3,3,2,3,4,5,3,3,3,5,5,3,1,0,0,0
3614,Female,Yes,56,Business,427,4,4,4,4,4,5,5,3,3,4,3,4,3,4,0,0,1
4455,Male,Yes,36,Eco Plus,762,2,4,2,3,5,2,5,5,5,2,5,4,5,5,0,0,0
105263,Male,Yes,78,Business,1775,5,5,5,5,3,1,2,5,5,5,5,3,5,5,0,19,1
13244,Male,No,32,Eco,772,2,2,2,3,2,5,5,4,3,3,3,5,2,5,126,135,0
22683,Male,Yes,19,Business,1984,5,5,5,5,3,3,3,3,4,2,2,5,2,3,27,33,1
55812,Male,Yes,41,Business,1416,1,1,1,1,2,5,4,2,2,2,2,5,2,4,5,0,1
69660,Male,No,17,Eco,569,3,4,3,4,2,3,1,2,1,3,4,3,3,2,0,0,0
33262,Male,Yes,60,Eco Plus,101,3,3,3,4,2,3,3,2,3,5,1,2,2,2,0,0,0
14592,Male,Yes,10,Eco,1021,2,5,2,5,4,2,4,4,2,2,1,1,5,4,37,25,0
96714,Female,Yes,57,Business,2665,2,2,2,2,3,3,3,2,2,2,2,1,2,1,22,11,0
24196,Male,No,25,Eco,302,1,4,1,4,3,1,3,3,4,1,3,4,3,3,0,0,0
29580,Female,Yes,32,Business,1448,4,4,4,4,4,4,4,4,1,5,2,5,5,4,0,0,1
84068,Male,No,25,Eco,757,2,2,2,3,5,2,4,5,2,5,3,3,4,5,0,0,0
72203,Female,No,20,Business,768,0,5,0,5,0,3,3,5,5,4,4,3,5,3,0,0,1
86619,Female,Yes,31,Business,746,3,3,3,3,5,5,5,5,5,3,5,4,5,5,0,0,1
48887,Male,Yes,27,Eco,308,5,4,4,4,5,5,5,5,5,5,1,5,3,5,0,0,1
45295,Female,Yes,26,Business,222,2,2,2,2,5,5,5,5,4,4,5,3,2,5,0,0,1
87350,Female,Yes,52,Business,425,2,2,2,2,2,5,5,4,4,4,4,5,4,3,49,45,1
122589,Female,No,29,Business,728,5,5,5,3,4,5,4,4,4,4,5,5,5,4,0,0,1
121408,Male,Yes,42,Business,331,0,0,0,1,3,5,4,2,2,3,3,3,2,5,0,0,1
117049,Male,Yes,24,Business,2744,1,0,0,4,0,5,1,2,5,3,4,1,4,1,131,135,0
79313,Male,Yes,42,Eco,2248,1,5,1,4,5,1,5,5,3,5,3,3,5,5,1,0,0
84039,Female,No,21,Eco,757,2,2,2,3,2,1,1,4,3,4,5,1,5,1,116,132,0
93278,Male,Yes,22,Eco,564,2,4,2,4,2,2,2,2,5,5,5,5,4,2,0,0,0
129194,Male,Yes,43,Business,2288,5,5,5,5,4,5,5,4,4,4,4,5,4,5,21,0,1
